Station ID,City,State,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
13893,MEMPHIS,TN,33.3,36.7,44.3,53,62.4,70.4,73.6,72.6,65.9,54,42.9,36.2,53.8
13897,NASHVILLE,TN,30.1,33,40.2,48.9,58.3,66.4,70.5,69,61.8,49.9,39.2,33.3,50.1
3841,OAK RIDGE,TN,29.2,32.1,38.7,46.8,56.1,64.1,68.1,67,60.6,48.4,37.3,32.4,48.4
13962,ABILENE,TX,33.7,37.4,45.3,52.8,61.9,69.5,73.1,72.4,65,54.7,43.3,35.2,53.7
23047,AMARILLO,TX,24.9,27.5,34.8,42.5,52.6,62.4,66.4,65.3,57.8,45.4,33.5,25.7,44.9
13958,AUSTIN,TX,41.8,45.8,52.2,58.9,66.8,72.9,75,75.1,70.1,60.8,50.5,43.4,59.4
12919,BROWNSVILLE,TX,53.1,56.9,62,67.7,73.7,77.2,77.8,77.8,74.7,68.6,60.8,54.7,67.1
12924,CORPUS CHRISTI,TX,48,51.9,58.1,64.2,70.7,74.9,75.5,75.8,73,65.4,56.3,49.8,63.6
13960,DALLAS,TX,37.9,41.9,49.4,56.8,66,73.8,77.7,77.4,70.1,58.7,47.8,39.8,58.1
22010,DEL RIO,TX,40.9,45.6,53.2,60.2,68.3,74.1,75.9,76,70.5,61.2,49.7,41.4,59.8
23044,EL PASO,TX,34.5,38.9,45.5,53.3,62.1,70.6,73,71.8,65.4,54,42,34.4,53.8
12923,GALVESTON,TX,48.9,52.3,58.4,65,72.4,78.1,79.7,79.8,76.1,68.6,58.7,51.6,65.8
12960,HOUSTON,TX,43.7,47.6,53.6,59.8,67.8,73.7,75.7,75.4,70.6,60.9,51.5,45.6,60.5
23042,LUBBOCK,TX,27.2,30.6,38.3,46.3,56.7,65.6,69,67.5,59.8,48.1,36.3,28.3,47.8
23023,MIDLAND-ODESSA,TX,32.7,36.7,44.2,51.8,62.2,70.3,72.9,71.7,64.8,54,41.5,33.6,53
12917,PORT ARTHUR,TX,43.8,47.8,53.4,59.6,67.3,73.1,74.6,74.4,70.6,61.1,51.5,45.8,60.3
23034,SAN ANGELO,TX,33.7,37.6,45.6,52.5,62.3,70,72.3,71.6,64.6,53.8,42.6,34.9,53.5
12921,SAN ANTONIO,TX,41,45.1,51.8,58.4,66.4,72.7,74.7,74.9,69.6,60.4,49.8,42.4,58.9
12912,VICTORIA,TX,43.6,47.7,53.9,60,67.7,73.1,74.5,74.1,70,61,51.4,45.2,60.2
13959,WACO,TX,35.8,40.1,47.4,54.6,63.3,71.1,74.4,73.9,66.7,56.2,45.6,37.9,55.6
13966,WICHITA FALLS,TX,30,33.6,41.6,49.6,59.7,68.3,72.2,71.5,63.8,51.9,40.2,31.8,51.2
24127,SALT LAKE CITY,UT,24.2,28.6,36.3,41.8,50.4,59.1,68.2,66.6,56.3,43.6,32.8,25.3,44.4
14742,BURLINGTON,VT,12.9,14.3,23.6,35.9,47.8,57.3,62.4,60.7,52.9,41.8,32.1,21.3,38.6
13733,LYNCHBURG,VA,25.8,28,34.6,43.5,52.5,60.7,65,63.8,57.1,45.1,34.8,28.9,45
13737,NORFOLK,VA,33.6,35.1,41.3,50.1,59.1,68.1,72.8,71.6,66.6,55.1,44.4,37.6,52.9
13740,RICHMOND,VA,28.8,30.4,37.2,46.4,55.7,64.5,69.2,67.6,61.1,49,38.8,32.1,48.4
13741,ROANOKE,VA,28.7,30.8,37.6,46.3,55,63.2,67.4,66,59.1,47.8,37.7,31.8,47.6
93739,WALLOPS ISLAND,VA,29.5,31.1,37,45.9,55.5,65.1,70.4,68.7,63,51.4,40.7,33.5,49.3
24227,OLYMPIA,WA,33.2,32.3,34.5,37.5,43,47.4,50.7,50.5,46.2,40.5,35.8,32.8,40.4
94240,QUILLAYUTE,WA,35.9,35.2,36.7,38.9,43.4,47.7,51,51.1,47.5,42.4,38.1,35.3,41.9
24233,SEATTLE,WA,37.7,37.7,39.9,43.3,48.7,53,56.8,57.2,53.6,47,40.9,37.1,46.1
24157,SPOKANE,WA,24.7,26.3,31.5,37,44.9,50.8,57.6,56.7,48.6,38,30.3,24.3,39.2
24160,WALLA WALLA,WA,30.7,32.9,37.8,42.5,49.3,55.1,62.4,61.7,53.9,43.9,35.6,30.2,44.7
24243,YAKIMA,WA,24,26.1,30.2,35.2,43.5,49.5,55,53.3,44.9,35.3,27.2,23.1,37.3
3872,BECKLEY,WV,24,26.6,33.1,42.6,51.1,58.7,62.4,61.1,55,44.2,34.7,28,43.5
13866,CHARLESTON,WV,26.1,28.6,35.1,44.5,53.2,61.5,65.5,64.1,57.1,45.3,35.6,29.9,45.5
13729,ELKINS,WV,20,22,28.5,37.3,47,55.5,59.6,58.4,51.5,39.1,29.9,24.1,39.4
3860,HUNTINGTON,WV,26.4,29.1,36.1,45.5,54.2,62.4,66.4,64.8,57.7,46.1,36.6,30.4,46.3
14898,GREEN BAY,WI,11.1,13.2,23.9,34.8,46,56.2,60.1,58.2,50.2,39.5,28.9,18,36.7
14920,LA CROSSE,WI,10.5,14.2,26,38.4,50.1,60.4,64.5,62.3,54.1,41.9,29.5,17.6,39.1
14837,MADISON,WI,11.8,14.9,25.1,35.8,47.1,57.4,61.6,59.5,51,39.8,28.7,18.2,37.6
14839,MILWAUKEE,WI,17.2,20,28.7,37.8,47.8,58.4,64.7,64.2,56.4,44.7,33.1,23,41.3
24089,CASPER,WY,15,15.4,22.7,28.2,37.1,45.4,53,51.4,42.2,30.9,22,14.8,31.5
24018,CHEYENNE,WY,18.4,18.4,25.1,30.8,40.2,49.4,56.1,54.3,45.8,33.9,24.7,18.1,34.6
24021,LANDER,WY,9.8,13.3,23.4,30.3,39.4,47.7,55.2,53.8,44.6,32,19.9,10.2,31.6
24029,SHERIDAN,WY,11.7,13.7,22.4,29.7,38.7,46.8,53.5,51.5,42.5,31,19.9,12.2,31.1
